area_level,area_id,area_name,sex,age_group_label,quarter_label,indicator,mean
1,MWI_1_1,Northern,female,30-34,December 2022,prevalence,0.0866100395759619
1,MWI_1_1,Northern,female,35-39,December 2022,prevalence,0.131703929763534
1,MWI_1_1,Northern,female,40-44,December 2022,prevalence,0.155596239262119
1,MWI_1_1,Northern,female,45-49,December 2022,prevalence,0.163688998495065
1,MWI_1_1,Northern,female,50-54,December 2022,prevalence,0.143414542047135
1,MWI_1_1,Northern,female,55-59,December 2022,prevalence,0.100134086962853
1,MWI_1_1,Northern,female,60-64,December 2022,prevalence,0.0764585482070103
1,MWI_1_1,Northern,female,65-69,December 2022,prevalence,0.07936588841401
1,MWI_1_1,Northern,male,all ages,December 2022,prevalence,0.0320032429673681
1,MWI_1_1,Northern,male,0-4,December 2022,prevalence,0.00238895008683865
1,MWI_1_1,Northern,male,5-9,December 2022,prevalence,0.00468603829864693
1,MWI_1_1,Northern,male,10-14,December 2022,prevalence,0.00776702348216013
1,MWI_1_1,Northern,male,15-19,December 2022,prevalence,0.00967538881400752
1,MWI_1_1,Northern,male,20-24,December 2022,prevalence,0.0119627931374562
1,MWI_1_1,Northern,male,25-29,December 2022,prevalence,0.0215818999288532
1,MWI_1_1,Northern,male,30-34,December 2022,prevalence,0.0435747904850623
1,MWI_1_1,Northern,male,35-39,December 2022,prevalence,0.0738150012425753
1,MWI_1_1,Northern,male,40-44,December 2022,prevalence,0.110013442706136
1,MWI_1_1,Northern,male,45-49,December 2022,prevalence,0.146022930516771
1,MWI_1_1,Northern,male,50-54,December 2022,prevalence,0.160101539741403
1,MWI_1_1,Northern,male,55-59,December 2022,prevalence,0.14006303665967
1,MWI_1_1,Northern,male,60-64,December 2022,prevalence,0.113551278524588
1,MWI_1_1,Northern,male,65-69,December 2022,prevalence,0.0973232745076577
1,MWI_1_1,Northern,female,15-19,December 2022,anc_prevalence,0.0124825281484231
1,MWI_1_1,Northern,female,20-24,December 2022,anc_prevalence,0.0221462973320739
1,MWI_1_1,Northern,female,25-29,December 2022,anc_prevalence,0.0413253809420901
1,MWI_1_1,Northern,female,30-34,December 2022,anc_prevalence,0.0657584205271878
1,MWI_1_1,Northern,female,35-39,December 2022,anc_prevalence,0.0794585588662406
1,MWI_1_1,Northern,female,40-44,December 2022,anc_prevalence,0.0941978369014366
1,MWI_1_1,Northern,female,45-49,December 2022,anc_prevalence,0.099911729173433
1,MWI_1_2,Central,both,all ages,December 2022,prevalence,0.0316873450047113
1,MWI_1_2,Central,both,0-4,December 2022,prevalence,0.00201729063453559
1,MWI_1_2,Central,both,5-9,December 2022,prevalence,0.00386610150318558
1,MWI_1_2,Central,both,10-14,December 2022,prevalence,0.00642082390658231
1,MWI_1_2,Central,both,15-19,December 2022,prevalence,0.00880283936862695
1,MWI_1_2,Central,both,20-24,December 2022,prevalence,0.0144672648277897
1,MWI_1_2,Central,both,25-29,December 2022,prevalence,0.0289440394273028
1,MWI_1_2,Central,both,30-34,December 2022,prevalence,0.0556663361073497
1,MWI_1_2,Central,both,35-39,December 2022,prevalence,0.0881053953569643
1,MWI_1_2,Central,both,40-44,December 2022,prevalence,0.1115677524834
1,MWI_1_2,Central,both,45-49,December 2022,prevalence,0.12786674158272
1,MWI_1_2,Central,both,50-54,December 2022,prevalence,0.12404865877563
1,MWI_1_2,Central,both,55-59,December 2022,prevalence,0.0960403877407728
1,MWI_1_2,Central,both,60-64,December 2022,prevalence,0.0738583094134215
1,MWI_1_2,Central,both,65-69,December 2022,prevalence,0.0687767526137893
1,MWI_1_2,Central,female,all ages,December 2022,prevalence,0.0372753654251537
1,MWI_1_2,Central,female,0-4,December 2022,prevalence,0.00201248682939481
1,MWI_1_2,Central,female,5-9,December 2022,prevalence,0.00386726298680601
1,MWI_1_2,Central,female,10-14,December 2022,prevalence,0.00642749657931037
1,MWI_1_2,Central,female,15-19,December 2022,prevalence,0.00993008400667247
1,MWI_1_2,Central,female,20-24,December 2022,prevalence,0.0195190622270577
1,MWI_1_2,Central,female,25-29,December 2022,prevalence,0.0403576611101298
1,MWI_1_2,Central,female,30-34,December 2022,prevalence,0.0743278504444165
1,MWI_1_2,Central,female,35-39,December 2022,prevalence,0.112692599414855
1,MWI_1_2,Central,female,40-44,December 2022,prevalence,0.132527054158059
1,MWI_1_2,Central,female,45-49,December 2022,prevalence,0.138348915545065
1,MWI_1_2,Central,female,50-54,December 2022,prevalence,0.119258107991107
1,MWI_1_2,Central,female,55-59,December 2022,prevalence,0.0827056875907283
1,MWI_1_2,Central,female,60-64,December 2022,prevalence,0.0617326500077013
1,MWI_1_2,Central,female,65-69,December 2022,prevalence,0.0633359909287011
1,MWI_1_2,Central,male,all ages,December 2022,prevalence,0.0258956933303286
1,MWI_1_2,Central,male,0-4,December 2022,prevalence,0.00202206590897387
1,MWI_1_2,Central,male,5-9,December 2022,prevalence,0.00386493871661896
1,MWI_1_2,Central,male,10-14,December 2022,prevalence,0.00641404080361828
1,MWI_1_2,Central,male,15-19,December 2022,prevalence,0.00766579685086839
1,MWI_1_2,Central,male,20-24,December 2022,prevalence,0.00936635733861816
1,MWI_1_2,Central,male,25-29,December 2022,prevalence,0.0172122132370172
1,MWI_1_2,Central,male,30-34,December 2022,prevalence,0.0351856319372344
1,MWI_1_2,Central,male,35-39,December 2022,prevalence,0.0598227868233994
1,MWI_1_2,Central,male,40-44,December 2022,prevalence,0.0896077334216657
1,MWI_1_2,Central,male,45-49,December 2022,prevalence,0.118285549687562
1,MWI_1_2,Central,male,50-54,December 2022,prevalence,0.128803112316827
1,MWI_1_2,Central,male,55-59,December 2022,prevalence,0.112622881062874
1,MWI_1_2,Central,male,60-64,December 2022,prevalence,0.0891243050385205
1,MWI_1_2,Central,male,65-69,December 2022,prevalence,0.0752506747037873
1,MWI_1_2,Central,female,15-19,December 2022,anc_prevalence,0.011345710741601501
1,MWI_1_2,Central,female,20-24,December 2022,anc_prevalence,0.0201442931812147
1,MWI_1_2,Central,female,25-29,December 2022,anc_prevalence,0.0374983602883159
1,MWI_1_2,Central,female,30-34,December 2022,anc_prevalence,0.060013997601128
1,MWI_1_2,Central,female,35-39,December 2022,anc_prevalence,0.0724564562689873
1,MWI_1_2,Central,female,40-44,December 2022,anc_prevalence,0.0863462616548133
1,MWI_1_2,Central,female,45-49,December 2022,anc_prevalence,0.0916411955016939
1,MWI_1_3,Southern,both,all ages,December 2022,prevalence,0.0684445354201287
1,MWI_1_3,Southern,both,0-4,December 2022,prevalence,0.00440976038227102
1,MWI_1_3,Southern,both,5-9,December 2022,prevalence,0.00883417147251356
1,MWI_1_3,Southern,both,10-14,December 2022,prevalence,0.0153678210076946
1,MWI_1_3,Southern,both,15-19,December 2022,prevalence,0.0214407813500216
1,MWI_1_3,Southern,both,20-24,December 2022,prevalence,0.0351838351383842
1,MWI_1_3,Southern,both,25-29,December 2022,prevalence,0.0682729595685388
1,MWI_1_3,Southern,both,30-34,December 2022,prevalence,0.127397855811956
1,MWI_1_3,Southern,both,35-39,December 2022,prevalence,0.195517523373655
1,MWI_1_3,Southern,both,40-44,December 2022,prevalence,0.245239134850733
1,MWI_1_3,Southern,both,45-49,December 2022,prevalence,0.279396462526505
1,MWI_1_3,Southern,both,50-54,December 2022,prevalence,0.274469779745049
1,MWI_1_3,Southern,both,55-59,December 2022,prevalence,0.221291988863162
1,MWI_1_3,Southern,both,60-64,December 2022,prevalence,0.177083237523149
1,MWI_1_3,Southern,both,65-69,December 2022,prevalence,0.168530383478849
1,MWI_1_3,Southern,female,all ages,December 2022,prevalence,0.0833701349882084
1,MWI_1_3,Southern,female,0-4,December 2022,prevalence,0.00439880358171966
1,MWI_1_3,Southern,female,5-9,December 2022,prevalence,0.008811525398443
1,MWI_1_3,Southern,female,10-14,December 2022,prevalence,0.0153917242440969
1,MWI_1_3,Southern,female,15-19,December 2022,prevalence,0.024499589848254
1,MWI_1_3,Southern,female,20-24,December 2022,prevalence,0.0474058194809697
1,MWI_1_3,Southern,female,25-29,December 2022,prevalence,0.0943979426548478
1,MWI_1_3,Southern,female,30-34,December 2022,prevalence,0.16859777662029
1,MWI_1_3,Southern,female,35-39,December 2022,prevalence,0.247366184798545
1,MWI_1_3,Southern,female,40-44,December 2022,prevalence,0.292952985934675
1,MWI_1_3,Southern,female,45-49,December 2022,prevalence,0.312671815958618
1,MWI_1_3,Southern,female,50-54,December 2022,prevalence,0.278888799728638
1,MWI_1_3,Southern,female,55-59,December 2022,prevalence,0.205207609370168
1,MWI_1_3,Southern,female,60-64,December 2022,prevalence,0.160969844112079
1,MWI_1_3,Southern,female,65-69,December 2022,prevalence,0.16602428401337
1,MWI_1_3,Southern,male,all ages,December 2022,prevalence,0.0524862661637307
1,MWI_1_3,Southern,male,0-4,December 2022,prevalence,0.00442063903121987
1,MWI_1_3,Southern,male,5-9,December 2022,prevalence,0.00885651244913603
1,MWI_1_3,Southern,male,10-14,December 2022,prevalence,0.0153441027546955
1,MWI_1_3,Southern,male,15-19,December 2022,prevalence,0.018292909021132
1,MWI_1_3,Southern,male,20-24,December 2022,prevalence,0.0222142255015092
1,MWI_1_3,Southern,male,25-29,December 2022,prevalence,0.0392938885707167
1,MWI_1_3,Southern,male,30-34,December 2022,prevalence,0.0780524627597291
1,MWI_1_3,Southern,male,35-39,December 2022,prevalence,0.129269840604386
1,MWI_1_3,Southern,male,40-44,December 2022,prevalence,0.189553845237106
1,MWI_1_3,Southern,male,45-49,December 2022,prevalence,0.246107886811856
1,MWI_1_3,Southern,male,50-54,December 2022,prevalence,0.269698732113325
1,MWI_1_3,Southern,male,55-59,December 2022,prevalence,0.242912089632743
1,MWI_1_3,Southern,male,60-64,December 2022,prevalence,0.19887897949164
1,MWI_1_3,Southern,male,65-69,December 2022,prevalence,0.171739568392461
1,MWI_1_3,Southern,female,15-19,December 2022,anc_prevalence,0.0244804893635836
1,MWI_1_3,Southern,female,20-24,December 2022,anc_prevalence,0.043282263581844
1,MWI_1_3,Southern,female,25-29,December 2022,anc_prevalence,0.078647963684589
1,MWI_1_3,Southern,female,30-34,December 2022,anc_prevalence,0.124487844096395
1,MWI_1_3,Southern,female,35-39,December 2022,anc_prevalence,0.14972764138011
1,MWI_1_3,Southern,female,40-44,December 2022,anc_prevalence,0.180483000638431
1,MWI_1_3,Southern,female,45-49,December 2022,anc_prevalence,0.19493149748035
2,MWI_2_1,Northern,both,all ages,December 2022,prevalence,0.0381330476576787
2,MWI_2_1,Northern,both,0-4,December 2022,prevalence,0.00239854912998297
2,MWI_2_1,Northern,both,5-9,December 2022,prevalence,0.00467817647925497
2,MWI_2_1,Northern,both,10-14,December 2022,prevalence,0.00775734002074544
2,MWI_2_1,Northern,both,15-19,December 2022,prevalence,0.0107695536826333
2,MWI_2_1,Northern,both,20-24,December 2022,prevalence,0.0176344837361531
2,MWI_2_1,Northern,both,25-29,December 2022,prevalence,0.0349217402376135
2,MWI_2_1,Northern,both,30-34,December 2022,prevalence,0.066458708672754
2,MWI_2_1,Northern,both,35-39,December 2022,prevalence,0.10533180864157
2,MWI_2_1,Northern,both,40-44,December 2022,prevalence,0.133837475401739
2,MWI_2_1,Northern,both,45-49,December 2022,prevalence,0.154683237072731
2,MWI_2_1,Northern,both,50-54,December 2022,prevalence,0.151606105750524
2,MWI_2_1,Northern,both,55-59,December 2022,prevalence,0.117613809383546
2,MWI_2_1,Northern,both,60-64,December 2022,prevalence,0.0927387928449429
2,MWI_2_1,Northern,both,65-69,December 2022,prevalence,0.0876652243749128
2,MWI_2_1,Northern,female,all ages,December 2022,prevalence,0.0439106392360795
2,MWI_2_1,Northern,female,0-4,December 2022,prevalence,0.00240835909254186
2,MWI_2_1,Northern,female,5-9,December 2022,prevalence,0.00467041796074223
2,MWI_2_1,Northern,female,10-14,December 2022,prevalence,0.0077479917856419
2,MWI_2_1,Northern,female,15-19,December 2022,prevalence,0.0118141095850783
2,MWI_2_1,Northern,female,20-24,December 2022,prevalence,0.0229696220819763
2,MWI_2_1,Northern,female,25-29,December 2022,prevalence,0.0473217295067776
2,MWI_2_1,Northern,female,30-34,December 2022,prevalence,0.0866100395759619
2,MWI_2_1,Northern,female,35-39,December 2022,prevalence,0.131703929763534
2,MWI_2_1,Northern,female,40-44,December 2022,prevalence,0.155596239262119
2,MWI_2_1,Northern,female,45-49,December 2022,prevalence,0.163688998495065
2,MWI_2_1,Northern,female,50-54,December 2022,prevalence,0.143414542047135
2,MWI_2_1,Northern,female,55-59,December 2022,prevalence,0.100134086962853
2,MWI_2_1,Northern,female,60-64,December 2022,prevalence,0.0764585482070103
2,MWI_2_1,Northern,female,65-69,December 2022,prevalence,0.07936588841401
2,MWI_2_1,Northern,male,all ages,December 2022,prevalence,0.0320032429673681
2,MWI_2_1,Northern,male,0-4,December 2022,prevalence,0.00238895008683865
2,MWI_2_1,Northern,male,5-9,December 2022,prevalence,0.00468603829864693
2,MWI_2_1,Northern,male,10-14,December 2022,prevalence,0.00776702348216013
2,MWI_2_1,Northern,male,15-19,December 2022,prevalence,0.00967538881400752
2,MWI_2_1,Northern,male,20-24,December 2022,prevalence,0.0119627931374562
2,MWI_2_1,Northern,male,25-29,December 2022,prevalence,0.0215818999288532
2,MWI_2_1,Northern,male,30-34,December 2022,prevalence,0.0435747904850623
2,MWI_2_1,Northern,male,35-39,December 2022,prevalence,0.0738150012425753
2,MWI_2_1,Northern,male,40-44,December 2022,prevalence,0.110013442706136
2,MWI_2_1,Northern,male,45-49,December 2022,prevalence,0.146022930516771
2,MWI_2_1,Northern,male,50-54,December 2022,prevalence,0.160101539741403
2,MWI_2_1,Northern,male,55-59,December 2022,prevalence,0.14006303665967
2,MWI_2_1,Northern,male,60-64,December 2022,prevalence,0.113551278524588
2,MWI_2_1,Northern,male,65-69,December 2022,prevalence,0.0973232745076577
2,MWI_2_1,Northern,female,15-19,December 2022,anc_prevalence,0.0124825281484231
2,MWI_2_1,Northern,female,20-24,December 2022,anc_prevalence,0.0221462973320739
2,MWI_2_1,Northern,female,25-29,December 2022,anc_prevalence,0.0413253809420901
2,MWI_2_1,Northern,female,30-34,December 2022,anc_prevalence,0.0657584205271878
2,MWI_2_1,Northern,female,35-39,December 2022,anc_prevalence,0.0794585588662406
2,MWI_2_1,Northern,female,40-44,December 2022,anc_prevalence,0.0941978369014366
2,MWI_2_1,Northern,female,45-49,December 2022,anc_prevalence,0.099911729173433
2,MWI_2_2,Central Eastern,both,all ages,December 2022,prevalence,0.0231532552344467
2,MWI_2_2,Central Eastern,both,0-4,December 2022,prevalence,0.00151959206235036
2,MWI_2_2,Central Eastern,both,5-9,December 2022,prevalence,0.00301902596511526
2,MWI_2_2,Central Eastern,both,10-14,December 2022,prevalence,0.00501760686639167
2,MWI_2_2,Central Eastern,both,15-19,December 2022,prevalence,0.0066578181893492
2,MWI_2_2,Central Eastern,both,20-24,December 2022,prevalence,0.0104260650224257
2,MWI_2_2,Central Eastern,both,25-29,December 2022,prevalence,0.0202613941931988
2,MWI_2_2,Central Eastern,both,30-34,December 2022,prevalence,0.0391745295682671
2,MWI_2_2,Central Eastern,both,35-39,December 2022,prevalence,0.063706728014024
2,MWI_2_2,Central Eastern,both,40-44,December 2022,prevalence,0.0820242405692918
2,MWI_2_2,Central Eastern,both,45-49,December 2022,prevalence,0.0973575411947606
2,MWI_2_2,Central Eastern,both,50-54,December 2022,prevalence,0.0961614269841444
2,MWI_2_2,Central Eastern,both,55-59,December 2022,prevalence,0.0757794476782701
2,MWI_2_2,Central Eastern,both,60-64,December 2022,prevalence,0.0589322985319672
2,MWI_2_2,Central Eastern,both,65-69,December 2022,prevalence,0.0568915559418901
2,MWI_2_2,Central Eastern,female,all ages,December 2022,prevalence,0.027384478101322
2,MWI_2_2,Central Eastern,female,0-4,December 2022,prevalence,0.00151650049084699
2,MWI_2_2,Central Eastern,female,5-9,December 2022,prevalence,0.0030193502068402
2,MWI_2_2,Central Eastern,female,10-14,December 2022,prevalence,0.00500036335135541
2,MWI_2_2,Central Eastern,female,15-19,December 2022,prevalence,0.00745854131545374
2,MWI_2_2,Central Eastern,female,20-24,December 2022,prevalence,0.0141155723881941
2,MWI_2_2,Central Eastern,female,25-29,December 2022,prevalence,0.0283865909366979
2,MWI_2_2,Central Eastern,female,30-34,December 2022,prevalence,0.0530010015879996
2,MWI_2_2,Central Eastern,female,35-39,December 2022,prevalence,0.0827688458805909
2,MWI_2_2,Central Eastern,female,40-44,December 2022,prevalence,0.0991352521326108
2,MWI_2_2,Central Eastern,female,45-49,December 2022,prevalence,0.107946394194634
2,MWI_2_2,Central Eastern,female,50-54,December 2022,prevalence,0.0940603556984849
2,MWI_2_2,Central Eastern,female,55-59,December 2022,prevalence,0.0655406219558814
2,MWI_2_2,Central Eastern,female,60-64,December 2022,prevalence,0.0498162250143484
2,MWI_2_2,Central Eastern,female,65-69,December 2022,prevalence,0.0527194051196089
2,MWI_2_2,Central Eastern,male,all ages,December 2022,prevalence,0.0187840261024037
2,MWI_2_2,Central Eastern,male,0-4,December 2022,prevalence,0.00152266194773877
2,MWI_2_2,Central Eastern,male,5-9,December 2022,prevalence,0.00301870226273172
2,MWI_2_2,Central Eastern,male,10-14,December 2022,prevalence,0.00503507238542828
2,MWI_2_2,Central Eastern,male,15-19,December 2022,prevalence,0.00585568809432478
2,MWI_2_2,Central Eastern,male,20-24,December 2022,prevalence,0.00673851550770663
2,MWI_2_2,Central Eastern,male,25-29,December 2022,prevalence,0.0118516423679377
2,MWI_2_2,Central Eastern,male,30-34,December 2022,prevalence,0.024034039326526
2,MWI_2_2,Central Eastern,male,35-39,December 2022,prevalence,0.041536259874787
2,MWI_2_2,Central Eastern,male,40-44,December 2022,prevalence,0.0635708589342019
2,MWI_2_2,Central Eastern,male,45-49,December 2022,prevalence,0.0875794412833986
2,MWI_2_2,Central Eastern,male,50-54,December 2022,prevalence,0.0982054123644307
2,MWI_2_2,Central Eastern,male,55-59,December 2022,prevalence,0.0882090210762036
2,MWI_2_2,Central Eastern,male,60-64,December 2022,prevalence,0.0697987986531082
2,MWI_2_2,Central Eastern,male,65-69,December 2022,prevalence,0.0615529705852762
2,MWI_2_2,Central Eastern,female,15-19,December 2022,anc_prevalence,0.00895391092237884
2,MWI_2_2,Central Eastern,female,20-24,December 2022,anc_prevalence,0.015505958474419
2,MWI_2_2,Central Eastern,female,25-29,December 2022,anc_prevalence,0.0282140570104345
2,MWI_2_2,Central Eastern,female,30-34,December 2022,anc_prevalence,0.0453380965406541
2,MWI_2_2,Central Eastern,female,35-39,December 2022,anc_prevalence,0.0552710139879823
2,MWI_2_2,Central Eastern,female,40-44,December 2022,anc_prevalence,0.0663592902237198
2,MWI_2_2,Central Eastern,female,45-49,December 2022,anc_prevalence,0.0726434909427535
2,MWI_2_3,Central Western,both,all ages,December 2022,prevalence,0.0367631177444284
2,MWI_2_3,Central Western,both,0-4,December 2022,prevalence,0.00232285355346248
2,MWI_2_3,Central Western,both,5-9,December 2022,prevalence,0.00440173431849416
2,MWI_2_3,Central Western,both,10-14,December 2022,prevalence,0.00729912348013505
2,MWI_2_3,Central Western,both,15-19,December 2022,prevalence,0.0101087194530616
2,MWI_2_3,Central Western,both,20-24,December 2022,prevalence,0.0167380564369196
2,MWI_2_3,Central Western,both,25-29,December 2022,prevalence,0.0336738912138258
2,MWI_2_3,Central Western,both,30-34,December 2022,prevalence,0.0647369206410364
2,MWI_2_3,Central Western,both,35-39,December 2022,prevalence,0.101447414183153
2,MWI_2_3,Central Western,both,40-44,December 2022,prevalence,0.128282983965179
2,MWI_2_3,Central Western,both,45-49,December 2022,prevalence,0.145904033013928
2,MWI_2_3,Central Western,both,50-54,December 2022,prevalence,0.14127839986387
2,MWI_2_3,Central Western,both,55-59,December 2022,prevalence,0.108688647783755
2,MWI_2_3,Central Western,both,60-64,December 2022,prevalence,0.0832409772936974
2,MWI_2_3,Central Western,both,65-69,December 2022,prevalence,0.0760430836973975
2,MWI_2_3,Central Western,female,all ages,December 2022,prevalence,0.0431410999056177
2,MWI_2_3,Central Western,female,0-4,December 2022,prevalence,0.0023167318307457
2,MWI_2_3,Central Western,female,5-9,December 2022,prevalence,0.00440220785012071
2,MWI_2_3,Central Western,female,10-14,December 2022,prevalence,0.00731816016176342
2,MWI_2_3,Central Western,female,15-19,December 2022,prevalence,0.0114264525399785
2,MWI_2_3,Central Western,female,20-24,December 2022,prevalence,0.022531325336282
2,MWI_2_3,Central Western,female,25-29,December 2022,prevalence,0.0469133339282978
2,MWI_2_3,Central Western,female,30-34,December 2022,prevalence,0.0860383958835862
2,MWI_2_3,Central Western,female,35-39,December 2022,prevalence,0.12918615662259
2,MWI_2_3,Central Western,female,40-44,December 2022,prevalence,0.151840032933812
2,MWI_2_3,Central Western,female,45-49,December 2022,prevalence,0.156476329256817
2,MWI_2_3,Central Western,female,50-54,December 2022,prevalence,0.134575170859388
2,MWI_2_3,Central Western,female,55-59,December 2022,prevalence,0.0932354481240924
2,MWI_2_3,Central Western,female,60-64,December 2022,prevalence,0.0689318675476448
2,MWI_2_3,Central Western,female,65-69,December 2022,prevalence,0.0695304462438412
2,MWI_2_3,Central Western,male,all ages,December 2022,prevalence,0.0301381661116415
2,MWI_2_3,Central Western,male,0-4,December 2022,prevalence,0.00232894296348376
2,MWI_2_3,Central Western,male,5-9,December 2022,prevalence,0.00440125941979706
2,MWI_2_3,Central Western,male,10-14,December 2022,prevalence,0.00727972782941243
2,MWI_2_3,Central Western,male,15-19,December 2022,prevalence,0.00877393843407173
2,MWI_2_3,Central Western,male,20-24,December 2022,prevalence,0.0108548281435712
2,MWI_2_3,Central Western,male,25-29,December 2022,prevalence,0.0201165714330986
2,MWI_2_3,Central Western,male,30-34,December 2022,prevalence,0.0413301809519865
2,MWI_2_3,Central Western,male,35-39,December 2022,prevalence,0.0697314824116139
2,MWI_2_3,Central Western,male,40-44,December 2022,prevalence,0.104001039355809
2,MWI_2_3,Central Western,male,45-49,December 2022,prevalence,0.136298684151656
2,MWI_2_3,Central Western,male,50-54,December 2022,prevalence,0.148013754391588
2,MWI_2_3,Central Western,male,55-59,December 2022,prevalence,0.128197371391514
2,MWI_2_3,Central Western,male,60-64,December 2022,prevalence,0.101888819205922
2,MWI_2_3,Central Western,male,65-69,December 2022,prevalence,0.0840979112557275
